Name,SortOrder,SeedStatus,ShortName,DisplayName,SeedTechnologies,LaunchUrl,RepositoryUrl,DefaultRepositoryUrl,DefaultPrivateUrl,PrivateUrl,Notes,IsActive,IsCLI,IsFirebase,IsServer,IsClient,IsDjango,Attachments,IsAirtable,IsSqlServer,IsMySQL,IsAkveo,IsAngular,IsReact,IsIonic,IsPython,IsDotNet,IsIOS,IsAndroid,IsWebApp,IsWinApp,IsMacOS,IsVue,IsJQuery,AdditionalDeploymentInstructions,AdditionalDeploymentCommands,InvokeNPMInstall,SeedReplacements,SeedReplacementsText,CreatedTime,ModifiedTime,TechnologyLogos,TechnologyNames
eapi-airtable-python-seed,21,Beta,airtable-python,Airtable Python Console App,"Airtable,Python,CLI",,https://github.com/effortlessapi/eapi-airtable-python-seed,https://github.com/effortlessapi/eapi-airtable-python-seed,git@github.com:eejai42/eapi-airtable-python-seed,git@github.com:eejai42/eapi-airtable-python-seed,"Python Console Application

Implement business logic in .net, and publish it to a docker container for ongoing back end support.",checked,,,checked,,,,checked,,,,,,,checked,,,,,,,,,,,,,,11/5/2019 5:35pm,1/21/2021 7:32pm,"airtable (https://dl.airtable.com/.attachments/a90c9ccbfb7ec257d423835925be54f7/a49f4e4d/I_Finally_Understand_Databases_Because_of_the_Free_Airtable_App_...),python (https://dl.airtable.com/.attachments/3a78ff1f17ea9b05c4e329665b9cd876/77307f95/FilePython-logo-notext.svg_-_Wikimedia_Commons.svg-WikimediaCommons),cli (https://dl.airtable.com/.attachments/90c96913529680ba9e94fcd7edd08aaf/127b5526/Azure_CLI_-_Docker_Hub)","Airtable, Python, CLI"
eapi-sqlserver-django-coordinator-seed,4,Closed Beta,sqlserver-django-coordinator,SQL Server Python-Django Coordinator,"Server,Django,WebApp,SqlServer,Python",,https://github.com/effortlessapi/eapi-sqlserver-django-coordinator-seed,https://github.com/effortlessapi/eapi-sqlserver-django-coordinator-seed,git@github.com:eejai42/eapi-sqlserver-django-coordinator-seed,git@github.com:eejai42/eapi-sqlserver-django-coordinator-seed,,,,,checked,,checked,,checked,,,,,,,checked,,,,checked,,,,,,,,,,1/12/2021 10:25pm,1/21/2021 7:12pm,"server (https://dl.airtable.com/.attachments/9e89e187e98b322b31a1c8dde48f7764/9efd933c/Learn_Microservices_-_2021_Best_Microservices_Tutorials),django (https://dl.airtable.com/.attachments/7e218464d50598652b785fe337d572ac/2e2d89e3/django-python-logo_-_OPENGIS.ch.ch),webapp (https://dl.airtable.com/.attachments/803868516607111421ccb044de723d01/b5ef8a4d/Whats_the_Operating_System_of_my_Webapp__All_Things_Cloud),sqlserver (https://dl.airtable.com/.attachments/50fdc3bd590ac8142ef57d48639fea18/c15b096e/SQL_Server_Logo_-_Microsoft_Vector_Free_Download__Sql_server_...),python (https://dl.airtable.com/.attachments/3a78ff1f17ea9b05c4e329665b9cd876/77307f95/FilePython-logo-notext.svg_-_Wikimedia_Commons.svg-WikimediaCommons)","Server, Django, WebApp, Sql Server, Python"
eapi-postgres-python-django-seed,6,Closed Beta,postgres-python-django,Postgres Python-Django Coordinator,"Server,Python,Django,Postgres,WebApp",,https://github.com/effortlessapi/eapi-postgres-python-django-seed,https://github.com/effortlessapi/eapi-postgres-python-django-seed,git@github.com:eejai42/eapi-postgres-python-django-seed,git@github.com:eejai42/eapi-postgres-python-django-seed,,checked,,,,,checked,,,,,,,,,checked,,,,,,,,,,,,,,1/20/2021 7:04pm,1/21/2021 7:12pm,"server (https://dl.airtable.com/.attachments/9e89e187e98b322b31a1c8dde48f7764/9efd933c/Learn_Microservices_-_2021_Best_Microservices_Tutorials),python (https://dl.airtable.com/.attachments/3a78ff1f17ea9b05c4e329665b9cd876/77307f95/FilePython-logo-notext.svg_-_Wikimedia_Commons.svg-WikimediaCommons),django (https://dl.airtable.com/.attachments/7e218464d50598652b785fe337d572ac/2e2d89e3/django-python-logo_-_OPENGIS.ch.ch),postgres (https://dl.airtable.com/.attachments/cf1b6f89cb83bfb9700e1e0304382145/c9aad147/PostgreSQL_-_Wikipedia),webapp (https://dl.airtable.com/.attachments/803868516607111421ccb044de723d01/b5ef8a4d/Whats_the_Operating_System_of_my_Webapp__All_Things_Cloud)","Server, Python, Django, Postgres, WebApp"
eapi-airtable-angular-seed,7,Closed Beta,airtable-angular,Airtable Angular Web App,"Client,Airtable,Angular,WebApp",,https://github.com/effortlessapi/eapi-airtable-angular-seed,https://github.com/effortlessapi/eapi-airtable-angular-seed,git@github.com:eejai42/eapi-airtable-angular-seed,git@github.com:eejai42/eapi-airtable-angular-seed,,checked,,,,checked,,,checked,,,,checked,,,,,,,checked,,,,,,,,,,11/5/2019 5:30pm,1/21/2021 6:56pm,"client (https://dl.airtable.com/.attachments/a0bccf95ddcb941f216b0dddf48ebf95/4d6effdc/Client_App__Pike13),airtable (https://dl.airtable.com/.attachments/a90c9ccbfb7ec257d423835925be54f7/a49f4e4d/I_Finally_Understand_Databases_Because_of_the_Free_Airtable_App_...),angular (https://dl.airtable.com/.attachments/2dbcd160b85bd6c6ea5a748bac3eaebf/2a5531ae/Angular_-_PRESS_KIT),webapp (https://dl.airtable.com/.attachments/803868516607111421ccb044de723d01/b5ef8a4d/Whats_the_Operating_System_of_my_Webapp__All_Things_Cloud)","Client, Airtable, Angular, WebApp"
eapi-sqlserver-akveo-seed,8,Closed Beta,sqlserver-akveo,SQL Akveo Administrative Web App,"Client,SqlServer,Akveo,Angular,WebApp",,https://github.com/effortlessapi/eapi-sqlserver-akveo-seed,https://github.com/effortlessapi/eapi-sqlserver-akveo-seed,git@github.com:eejai42/eapi-sqlserver-akveo-seed,git@github.com:eejai42/eapi-sqlserver-akveo-seed,,,,,,checked,,,,checked,,checked,checked,,,,,,,checked,,,,,,"npm install
ng serve",,,,12/20/2019 9:50pm,1/21/2021 6:56pm,"client (https://dl.airtable.com/.attachments/a0bccf95ddcb941f216b0dddf48ebf95/4d6effdc/Client_App__Pike13),sqlserver (https://dl.airtable.com/.attachments/50fdc3bd590ac8142ef57d48639fea18/c15b096e/SQL_Server_Logo_-_Microsoft_Vector_Free_Download__Sql_server_...),akveo (https://dl.airtable.com/.attachments/093ad64ed2274c8a4d0b1a78ad72092a/27ece74b/Ngx-admin_-_Guideline_to_install.),angular (https://dl.airtable.com/.attachments/2dbcd160b85bd6c6ea5a748bac3eaebf/2a5531ae/Angular_-_PRESS_KIT),webapp (https://dl.airtable.com/.attachments/803868516607111421ccb044de723d01/b5ef8a4d/Whats_the_Operating_System_of_my_Webapp__All_Things_Cloud)","Client, Sql Server, Akveo, Angular, WebApp"
eapi-airtable-monaca-seed,9,Closed Beta,airtable-monaca,Monaca Cordova Seed,"Client,Airtable,iOS,Android,WebApp,Monaca,WinApp,MacOS",,https://github.com/effortlessapi/eapi-airtable-monaca-seed,https://github.com/effortlessapi/eapi-airtable-monaca-seed,git@github.com:eejai42/eapi-airtable-monaca-seed,git@github.com:eejai42/eapi-airtable-monaca-seed,Cross Platform Cordova Project,,,,,checked,,,checked,,,,,,checked,,checked,checked,checked,checked,,,,,,,,,,3/9/2020 2:24am,1/21/2021 7:03pm,"client (https://dl.airtable.com/.attachments/a0bccf95ddcb941f216b0dddf48ebf95/4d6effdc/Client_App__Pike13),airtable (https://dl.airtable.com/.attachments/a90c9ccbfb7ec257d423835925be54f7/a49f4e4d/I_Finally_Understand_Databases_Because_of_the_Free_Airtable_App_...),ios (https://dl.airtable.com/.attachments/822225515dc27784a0e5e80be2737a30/1f58be74/web-ios-logo__Cardiac_Exercise_Research_Group),android (https://dl.airtable.com/.attachments/e86b827e158acb30410427e71a0695c6/a27037f7/FileAndroid_logo_2019.svg_-_Wikipedia.svg-Wikipedia),webapp (https://dl.airtable.com/.attachments/803868516607111421ccb044de723d01/b5ef8a4d/Whats_the_Operating_System_of_my_Webapp__All_Things_Cloud),monaca (https://dl.airtable.com/.attachments/a566cd7d3b393781c738277e4f0643e8/783d60b6/Monaca_Logo_image_download_logo__LogoWiki.net.net),winapp (https://dl.airtable.com/.attachments/994d7b4fb6a610328db8b60b84c49f7a/a565342a/Windows_Phone_App_Store_Icon_Download_-_Window_Square_Png_Clipart_...),macos (https://dl.airtable.com/.attachments/da7876d2943d89a3a444c7905ee3a4f7/e903015d/The_Branding_Source_The_Finder_icon_at_twenty)","Client, Airtable, iOS, Android, WebApp, Monaca, WinApp, MacOS"
eapi-sqlserver-angular-seed,12,Closed Beta,sqlserver-angular,SQL Angular Web App,"Client,SqlServer,Angular",,https://github.com/effortlessapi/eapi-sqlserver-angular-seed,https://github.com/effortlessapi/eapi-sqlserver-angular-seed,git@github.com:eejai42/eapi-sqlserver-angular-seed,git@github.com:eejai42/eapi-sqlserver-angular-seed,,,,,,checked,,,,checked,,,checked,,,,,,,,,,,,,,,,,12/20/2019 9:51pm,1/21/2021 6:56pm,"client (https://dl.airtable.com/.attachments/a0bccf95ddcb941f216b0dddf48ebf95/4d6effdc/Client_App__Pike13),sqlserver (https://dl.airtable.com/.attachments/50fdc3bd590ac8142ef57d48639fea18/c15b096e/SQL_Server_Logo_-_Microsoft_Vector_Free_Download__Sql_server_...),angular (https://dl.airtable.com/.attachments/2dbcd160b85bd6c6ea5a748bac3eaebf/2a5531ae/Angular_-_PRESS_KIT)","Client, Sql Server, Angular"
eapi-react-admin-webapp-seed,12,Closed Beta,react-admin-webapp,React Administrative Web App,"Client,REACT,WebApp",,https://github.com/effortlessapi/eapi-react-admin-webapp-seed,https://github.com/effortlessapi/eapi-react-admin-webapp-seed,git@github.com:eejai42/eapi-react-admin-webapp-seed,git@github.com:eejai42/eapi-react-admin-webapp-seed,,,,,,checked,,,,,,,,checked,,,,,,checked,,,,,,,,,,1/12/2021 10:26pm,1/21/2021 6:56pm,"client (https://dl.airtable.com/.attachments/a0bccf95ddcb941f216b0dddf48ebf95/4d6effdc/Client_App__Pike13),react (https://dl.airtable.com/.attachments/ba9dd87a6f1e9824a8bf44a5372ea2de/61cb04cd/Ensocore__React-developer),webapp (https://dl.airtable.com/.attachments/803868516607111421ccb044de723d01/b5ef8a4d/Whats_the_Operating_System_of_my_Webapp__All_Things_Cloud)","Client, REACT, WebApp"
eapi-sqlserver-ionic-seed,13,Closed Beta,sqlserver-ionic,SQL Ionic cross-platform Mobile App,"Client,SqlServer,Angular,Ionic,iOS,Android,WebApp",,https://github.com/effortlessapi/eapi-sqlserver-ionic-seed,https://github.com/effortlessapi/eapi-sqlserver-ionic-seed,git@github.com:eejai42/eapi-sqlserver-ionic-seed,git@github.com:eejai42/eapi-sqlserver-ionic-seed,"Administrative Web Application

Starts with authenticated web app which provides data access to all information available through the API.",checked,,,,checked,,,,checked,,,checked,,checked,,,checked,checked,checked,,,,,,,,,,12/20/2019 9:55pm,1/21/2021 6:56pm,"client (https://dl.airtable.com/.attachments/a0bccf95ddcb941f216b0dddf48ebf95/4d6effdc/Client_App__Pike13),sqlserver (https://dl.airtable.com/.attachments/50fdc3bd590ac8142ef57d48639fea18/c15b096e/SQL_Server_Logo_-_Microsoft_Vector_Free_Download__Sql_server_...),angular (https://dl.airtable.com/.attachments/2dbcd160b85bd6c6ea5a748bac3eaebf/2a5531ae/Angular_-_PRESS_KIT),ionic (https://dl.airtable.com/.attachments/38e3ad64cc0999648f0440ba04e30248/1dc46d40/Ionic_-_Cross-Platform_Mobile_App_Development),ios (https://dl.airtable.com/.attachments/822225515dc27784a0e5e80be2737a30/1f58be74/web-ios-logo__Cardiac_Exercise_Research_Group),android (https://dl.airtable.com/.attachments/e86b827e158acb30410427e71a0695c6/a27037f7/FileAndroid_logo_2019.svg_-_Wikipedia.svg-Wikipedia),webapp (https://dl.airtable.com/.attachments/803868516607111421ccb044de723d01/b5ef8a4d/Whats_the_Operating_System_of_my_Webapp__All_Things_Cloud)","Client, Sql Server, Angular, Ionic, iOS, Android, WebApp"
eapi-firebase-dotnet-coordinator-seed,13,Closed Beta,firebase-dotnet-coordinator,Firebase Coordinator,"Server,DotNet,Firebase",,https://github.com/effortlessapi/eapi-firebase-dotnet-coordinator-seed,https://github.com/effortlessapi/eapi-firebase-dotnet-coordinator-seed,git@github.com:eejai42/eapi-firebase-dotnet-coordinator-seed,git@github.com:eejai42/eapi-firebase-dotnet-coordinator-seed,,,,checked,checked,,,,,,,,,,,,checked,,,,,,,,,,,,,1/12/2021 10:26pm,1/21/2021 6:56pm,"server (https://dl.airtable.com/.attachments/9e89e187e98b322b31a1c8dde48f7764/9efd933c/Learn_Microservices_-_2021_Best_Microservices_Tutorials),dotnet (https://dl.airtable.com/.attachments/4d53255d56338e7cb21ca9680449a275/89661d40/Dotnet_Vector_Logo_-_Download_Free_SVG_Icon__Worldvectorlogo),firebase (https://dl.airtable.com/.attachments/d73176b0bf5f5327008319c3c249100f/91fcfe1d/Firebase_-_Agile_nearshore_software_development_company)","Server, DotNet, Firebase"
eapi-sqlserver-android-seed,14,Closed Beta,sqlserver-android,SQL Android Native App,"Client,SqlServer,Android",,https://github.com/effortlessapi/eapi-sqlserver-android-seed,https://github.com/effortlessapi/eapi-sqlserver-android-seed,git@github.com:eejai42/eapi-sqlserver-android-seed,git@github.com:eejai42/eapi-sqlserver-android-seed,,,,,,checked,,,,checked,,,,,,,,,checked,,,,,,,,,,,12/20/2019 9:51pm,1/21/2021 6:56pm,"client (https://dl.airtable.com/.attachments/a0bccf95ddcb941f216b0dddf48ebf95/4d6effdc/Client_App__Pike13),sqlserver (https://dl.airtable.com/.attachments/50fdc3bd590ac8142ef57d48639fea18/c15b096e/SQL_Server_Logo_-_Microsoft_Vector_Free_Download__Sql_server_...),android (https://dl.airtable.com/.attachments/e86b827e158acb30410427e71a0695c6/a27037f7/FileAndroid_logo_2019.svg_-_Wikipedia.svg-Wikipedia)","Client, Sql Server, Android"
eapi-sqlserver-ios-seed,15,Closed Beta,sqlserver-ios,SQL iOS Native App,"Client,SqlServer,iOS",,https://github.com/effortlessapi/eapi-sqlserver-ios-seed,https://github.com/effortlessapi/eapi-sqlserver-ios-seed,git@github.com:eejai42/eapi-sqlserver-ios-seed,git@github.com:eejai42/eapi-sqlserver-ios-seed,,,,,,checked,,,,checked,,,,,,,,checked,,,,,,,,,,,,12/20/2019 9:51pm,1/21/2021 6:56pm,"client (https://dl.airtable.com/.attachments/a0bccf95ddcb941f216b0dddf48ebf95/4d6effdc/Client_App__Pike13),sqlserver (https://dl.airtable.com/.attachments/50fdc3bd590ac8142ef57d48639fea18/c15b096e/SQL_Server_Logo_-_Microsoft_Vector_Free_Download__Sql_server_...),ios (https://dl.airtable.com/.attachments/822225515dc27784a0e5e80be2737a30/1f58be74/web-ios-logo__Cardiac_Exercise_Research_Group)","Client, Sql Server, iOS"
eapi-sqlserver-dotnet-seed,16,Closed Beta,sqlserver-dotnet,SQL .Net Core Console app,"SqlServer,DotNet,CLI,Client",,https://github.com/effortlessapi/eapi-sqlserver-dotnet-seed,https://github.com/effortlessapi/eapi-sqlserver-dotnet-seed,git@github.com:eejai42/eapi-sqlserver-dotnet-seed,git@github.com:eejai42/eapi-sqlserver-dotnet-seed,,,,,checked,,,,,checked,,,,,,,checked,,,,,,,,,,,,,12/20/2019 9:51pm,1/21/2021 7:23pm,"sqlserver (https://dl.airtable.com/.attachments/50fdc3bd590ac8142ef57d48639fea18/c15b096e/SQL_Server_Logo_-_Microsoft_Vector_Free_Download__Sql_server_...),dotnet (https://dl.airtable.com/.attachments/4d53255d56338e7cb21ca9680449a275/89661d40/Dotnet_Vector_Logo_-_Download_Free_SVG_Icon__Worldvectorlogo),cli (https://dl.airtable.com/.attachments/90c96913529680ba9e94fcd7edd08aaf/127b5526/Azure_CLI_-_Docker_Hub),client (https://dl.airtable.com/.attachments/a0bccf95ddcb941f216b0dddf48ebf95/4d6effdc/Client_App__Pike13)","Sql Server, DotNet, CLI, Client"
eapi-sqlserver-python-seed,17,Closed Beta,sqlserver-python,SQL Python Console App,"SqlServer,Python,CLI",,https://github.com/effortlessapi/eapi-sqlserver-python-seed,https://github.com/effortlessapi/eapi-sqlserver-python-seed,git@github.com:eejai42/eapi-sqlserver-python-seed,git@github.com:eejai42/eapi-sqlserver-python-seed,,,,,checked,,,,,checked,,,,,,checked,,,,,,,,,,,,,,12/20/2019 9:51pm,1/21/2021 7:23pm,"sqlserver (https://dl.airtable.com/.attachments/50fdc3bd590ac8142ef57d48639fea18/c15b096e/SQL_Server_Logo_-_Microsoft_Vector_Free_Download__Sql_server_...),python (https://dl.airtable.com/.attachments/3a78ff1f17ea9b05c4e329665b9cd876/77307f95/FilePython-logo-notext.svg_-_Wikimedia_Commons.svg-WikimediaCommons),cli (https://dl.airtable.com/.attachments/90c96913529680ba9e94fcd7edd08aaf/127b5526/Azure_CLI_-_Docker_Hub)","Sql Server, Python, CLI"
